name_similarity,address_similarity,state_match,activity_similarity,same_entity
0.25,0.37168141592920356,0.0,0.31746031746031744,0
0.9565217391304348,1.0,1.0,1.0,1
0.7948717948717949,1.0,1.0,1.0,1
0.7777777777777779,1.0,1.0,1.0,1
0.303030303030303,0.23636363636363633,0.0,1.0,0
0.3125,0.33333333333333337,0.0,0.2545454545454545,0
0.3870967741935484,0.23076923076923073,0.0,0.14678899082568808,0
0.9615384615384616,1.0,1.0,1.0,1
0.3829787234042554,0.2666666666666667,0.0,0.3783783783783784,0
0.8518518518518519,1.0,1.0,1.0,1
0.8787878787878788,1.0,1.0,1.0,1
0.9411764705882352,1.0,1.0,1.0,1
0.2857142857142857,0.30000000000000004,1.0,0.2857142857142857,0
0.24,0.328125,0.0,0.35820895522388063,0
0.29268292682926833,0.29702970297029707,0.0,0.3597122302158273,0
0.9565217391304348,1.0,1.0,1.0,1
0.41860465116279066,0.27826086956521734,0.0,1.0,0
0.25,0.3055555555555556,0.0,0.14678899082568808,0
0.7142857142857143,1.0,1.0,1.0,1
0.7777777777777779,1.0,1.0,1.0,1
0.7727272727272727,1.0,1.0,1.0,1
0.967741935483871,1.0,1.0,1.0,1
0.3157894736842105,0.3689320388349514,0.0,0.25,0
0.3076923076923077,0.3023255813953488,0.0,1.0,0
0.975609756097561,1.0,1.0,1.0,1
0.33333333333333337,0.4299065420560748,0.0,1.0,0
0.37209302325581395,0.46,0.0,0.25,0
0.5531914893617021,0.36111111111111116,0.0,0.48,0
0.36363636363636365,0.30000000000000004,0.0,0.42105263157894735,0
0.8787878787878788,1.0,1.0,1.0,1
0.6666666666666667,1.0,1.0,1.0,1
0.38888888888888884,0.3125,0.0,0.3597122302158273,0
0.17142857142857137,0.4411764705882353,0.0,1.0,0
0.3414634146341463,0.3924050632911392,0.0,0.3589743589743589,0
0.4615384615384615,0.2947368421052632,0.0,0.35820895522388063,0
0.30434782608695654,0.2142857142857143,0.0,0.2545454545454545,0
0.2622950819672131,0.2790697674418605,0.0,0.2857142857142857,0
0.8095238095238095,1.0,1.0,1.0,1
0.29268292682926833,0.36363636363636365,0.0,0.4444444444444444,0
0.5365853658536586,0.4307692307692308,0.0,1.0,0
0.2142857142857143,0.3157894736842105,0.0,0.3783783783783784,0
0.3548387096774194,0.24242424242424243,0.0,0.3597122302158273,0
0.814814814814815,1.0,1.0,1.0,1
0.8974358974358975,1.0,1.0,1.0,1
0.34042553191489366,0.29268292682926833,0.0,0.2545454545454545,0
0.3555555555555555,0.2545454545454545,0.0,0.3597122302158273,0
0.26315789473684215,0.32098765432098764,0.0,0.3597122302158273,0
0.68,1.0,1.0,1.0,1
0.28,0.3448275862068966,0.0,0.25,0
0.8484848484848484,1.0,1.0,1.0,1
0.3111111111111111,0.4,0.0,0.36363636363636365,0
0.33333333333333337,0.29885057471264365,0.0,0.4761904761904761,0
0.3157894736842105,0.28125,0.0,0.4,0
0.4864864864864865,0.34285714285714286,0.0,1.0,0
0.9433962264150944,1.0,1.0,1.0,1
0.16000000000000003,0.2857142857142857,0.0,1.0,0
0.8333333333333335,1.0,1.0,1.0,1
0.33333333333333337,0.2909090909090909,0.0,0.20895522388059706,0
0.23255813953488372,0.28148148148148144,0.0,1.0,0
0.19999999999999996,0.3448275862068966,0.0,0.14814814814814814,0
0.8333333333333335,1.0,1.0,1.0,1
0.30188679245283023,0.32258064516129037,0.0,0.35820895522388063,0
0.34042553191489366,0.0,0.0,0.2222222222222222,0
0.33333333333333337,0.42105263157894735,0.0,0.35820895522388063,0
0.9583333333333335,1.0,1.0,1.0,1
0.2666666666666667,0.34042553191489366,0.0,0.25,0
0.7647058823529411,1.0,1.0,1.0,1
0.8787878787878788,1.0,1.0,1.0,1
0.4782608695652174,0.1515151515151515,0.0,1.0,0
0.3448275862068966,0.368421052631579,1.0,0.5454545454545454,0
0.8918918918918919,1.0,1.0,1.0,1
0.7241379310344827,1.0,1.0,1.0,1
0.9583333333333335,1.0,1.0,1.0,1
0.4,0.26168224299065423,0.0,0.3597122302158273,0
0.14814814814814814,0.3157894736842105,0.0,0.5154639175257731,0
0.20512820512820518,0.3424657534246576,0.0,0.36923076923076925,0
0.23529411764705888,0.23076923076923073,0.0,0.36923076923076925,0
0.7727272727272727,1.0,1.0,1.0,1
0.9696969696969697,1.0,1.0,1.0,1
0.7948717948717949,1.0,1.0,1.0,1
0.35,0.3492063492063492,0.0,0.41333333333333333,0
0.9696969696969697,1.0,1.0,1.0,1
0.30508474576271183,0.339622641509434,0.0,0.48,0
0.3157894736842105,0.24,0.0,0.20895522388059706,0
0.4324324324324324,0.36363636363636365,0.0,0.25,0
0.48275862068965514,0.35,0.0,0.3597122302158273,0
0.8709677419354839,1.0,1.0,1.0,1
0.7241379310344827,1.0,1.0,1.0,1
0.8,1.0,1.0,1.0,1
0.3846153846153846,0.3025210084033614,0.0,0.35820895522388063,0
0.9523809523809522,1.0,1.0,1.0,1
0.2564102564102564,0.24,0.0,0.4761904761904761,0
0.26086956521739135,0.4069767441860465,0.0,0.48,0
0.8181818181818181,1.0,1.0,1.0,1
0.25806451612903225,0.30188679245283023,0.0,0.22857142857142854,0
0.26415094339622647,0.28915662650602414,0.0,0.14678899082568808,0
0.4324324324324324,0.2295081967213115,0.0,1.0,0
0.2666666666666667,0.3584905660377359,0.0,0.25,0
0.1333333333333333,0.31746031746031744,0.0,1.0,0
0.8214285714285714,1.0,1.0,1.0,1
0.2727272727272727,0.32258064516129037,0.0,0.4545454545454546,0
0.9655172413793103,1.0,1.0,1.0,1
0.826086956521739,1.0,1.0,1.0,1
0.3076923076923077,0.41379310344827597,0.0,0.25,0
0.8648648648648648,1.0,1.0,1.0,1
0.8181818181818181,1.0,1.0,1.0,1
0.2222222222222222,0.23529411764705888,0.0,0.14678899082568808,0
0.37209302325581395,0.33720930232558144,0.0,0.42666666666666664,0
